id,clustering,betweenness
132,0.7256894049346879,0.004152826977692486
155,0.7207729468599033,0.00886898246892031
160,0.803030303030303,0.002140503311539471
164,0.5194805194805194,0.004958696632352115
176,0.7441860465116279,0.002168678162875911
179,0.6509376890502118,0.009369292561272752
187,0.5111111111111111,0.010982815418901259
208,0.7770582793709528,0.0020070561623004523
220,0.5561403508771929,0.015730627578066328
224,0.4873015873015873,0.012087322420471334
261,0.7751937984496124,0.003814689912332967
267,0.5581981981981982,0.019551868259909806
268,0.5764840182648402,0.013477411282913172
271,0.6335476329631794,0.010050506053180454
273,0.5983717774762551,0.008696784293039361
277,0.0,0.0
280,0.7777777777777778,0.00019331429972671162
313,0.7526205450733753,0.0028620604885265526
676,0.5669014084507042,0.013472112729878572
716,0.6217948717948718,0.007123032700089351
756,0.6670731707317074,0.003684049945555779
776,0.6640058055152395,0.007646208012293488
796,0.45614035087719296,0.010681717062094996
876,0.8382352941176471,0.00021271215882466443
896,0.530241935483871,0.008689227112425639
936,0.7568627450980392,0.0033285045220442224
1259,0.6399535423925667,0.006462820407724551
1263,0.5274725274725275,0.0021691491960324793
1296,0.6498316498316499,0.011123233821885141
1297,0.5371223758320532,0.02082108322841536
1298,0.689900426742532,0.003997740269080255
1299,0.8423645320197044,0.0005419718360721067
1300,0.5158730158730159,0.012061720628412872
1301,0.6714082503556188,0.004731552780059054
1302,0.6388888888888888,0.0003135171030480277
1303,0.8,2.5625915222845467e-05
1305,0.7272727272727273,0.00018529410970064068
1307,0.6317460317460317,0.005493006368517378
1309,0.7843137254901961,0.002096618982411534
1310,0.6666666666666666,0.006653724652664905
1311,0.5830429732868757,0.011007056802647946
1314,0.7109243697478992,0.003151725446670338
1316,0.5642105263157895,0.017322955345989533
1318,0.7777777777777778,0.0002581540957867149
1319,0.8218487394957983,0.00220064815118603
1326,0.5468926553672316,0.02023779857220403
1349,0.6743961352657005,0.01179927294963756
1447,0.5838383838383838,0.01935941432209976
1487,0.6259615384615385,0.007326651097660002
1527,0.6842105263157895,0.004192869198229433
1628,0.663172606568833,0.008565577676593663
1631,0.7681159420289855,0.0008212471629148782
1632,0.5905797101449275,0.009166655472687095
1633,0.538018018018018,0.022661156014762054
1634,0.6399535423925667,0.009444692327562287
1635,0.6052855924978687,0.009112604675864035
1636,0.594535519125683,0.015853950271530498
1637,0.8038647342995169,0.0019280611465343279
1647,0.5750503018108651,0.01155596590211069
1667,0.6228571428571429,0.008361589125201178
1707,0.5529175050301811,0.01863240113780603
1768,0.9047619047619048,6.0721872469860955e-05
1847,0.65,0.006733831548475541
1867,0.5285024154589372,0.020321966895121342
1927,0.7836734693877551,0.0021912276659899065
1928,0.0,0.0
1930,0.5684931506849316,0.02207804500550896
1932,0.6491228070175439,0.007117612017207778
1947,0.6821705426356589,0.015498762984678258
1967,0.7749019607843137,0.0023437930459925937
1987,0.8453781512605042,0.0007627170876758113
1988,0.8103607770582794,0.0016605248136256233
1989,0.6383928571428571,0.007802189629149281
1990,0.6359126984126984,0.007931510094687486
1991,0.7925170068027211,0.001873742260859434
1992,0.7089985486211902,0.004369193847439924
1993,0.6926406926406926,0.001227867396870888
1994,0.8666666666666667,0.00022909370815711092
1995,0.8055555555555556,0.00039588513428859544
1996,0.73,0.003522567535095608
1998,0.6466666666666666,0.005295414105432977
1999,0.3333333333333333,0.0006125243078124637
2000,0.7932263814616756,0.003149585349155228
2001,0.696969696969697,0.009165889040856301
2002,0.5403280929596719,0.037681310474473234
2003,0.8018707482993197,0.0018649768486794437
2108,0.7780126849894292,0.004208015297740456
2127,0.7836879432624113,0.002001431837418109
2129,0.6338965693804404,0.01272429420509332
2131,0.7711962833914053,0.001724986214071041
2138,0.7655172413793103,0.0012502957960292065
2142,0.8083623693379791,0.0032632536757689714
2143,0.7253599114064231,0.008156380532601983
2144,0.8292682926829268,0.0024436137834908333
2145,1.0,0.0
2146,0.8463726884779517,0.0017407817168365214
2147,0.7748414376321353,0.003959011160843456
2148,0.8,0.0018826274613096975
2149,0.8306451612903226,0.0014369893942994768
2150,0.8320512820512821,0.002385500668657901
2151,0.823076923076923,0.0025297128070553886
2152,0.823076923076923,0.0025297128070553886
2153,0.7748414376321353,0.003959011160843456
2154,0.8627450980392157,0.0005219759657119787
2155,1.0,0.0
2156,0.8933333333333333,0.0005222617168351661
2158,0.8048780487804879,0.0033658406499081687
2159,0.8195121951219512,0.0030974358188638955
2160,0.8219512195121951,0.002389867161478145
2161,0.7269230769230769,0.006426507605197349
2166,0.7777777777777778,0.003313324518623517
2174,0.38461538461538464,0.01130720916947044
2180,1.0,0.0
2185,0.5757575757575758,0.005331272570067263
2186,0.7867867867867868,0.0029081132591723333
2203,0.0,0.0
