,id,betweenness,clustering,parlamentares,partido,extreme_party,success,gender
37,1447,0.009757804318113544,0.773224043715847,0.14563106796116504,PT,1,0.7970102281667978,0
38,1487,0.014081506235144812,0.6660175267770204,0.02912621359223301,PROS,1,0.9368600682593856,0
39,1628,0.00021830562025816334,0.9584541062801932,0.02912621359223301,PC DO B,1,0.917910447761194,0
40,1631,0.002679745284779595,0.8598484848484849,0.10679611650485436,PSD,1,0.740484429065744,0
41,1632,0.0004774776021216198,0.8727272727272727,0.1650485436893204,PSDB,1,0.39076923076923076,0
42,1633,0.011454626784326008,0.6651234567901234,0.038834951456310676,PRB,1,0.9478114478114478,0
43,1634,0.0062487999747957625,0.7971946230274694,0.14563106796116504,PT,1,0.8127340823970037,1
44,1635,0.01094511668454826,0.6709876543209876,0.02912621359223301,DEMOCRATAS,1,0.9106029106029107,1
45,1636,0.0023642982074563966,0.8528911564625851,0.019417475728155338,PODE,1,0.9319371727748691,0
46,1637,0.0006903778882704246,0.9176470588235294,0.019417475728155338,PDT,0,0.8407643312101911,0
47,1647,0.01053108545241518,0.6747809152872444,0.10679611650485436,PSD,1,0.9118511263467189,1
48,1667,0.00961511760088131,0.8276094276094276,0.07766990291262135,PV,0,0.8765432098765432,0
49,1707,0.014162092755426865,0.6506172839506172,0.10679611650485436,PSD,1,0.8613518197573656,0
50,1768,0.002453210662414029,0.5808823529411765,0.1650485436893204,PSDB,1,0.6877470355731226,0
51,1927,0.0010783114239610871,0.8953634085213033,0.05825242718446602,PTB,0,0.9243353783231084,0
52,1928,0.005479315581245434,0.5098039215686274,0.02912621359223301,PPS,0,0.6067653276955602,0
53,1930,0.011953911079181138,0.6594399277326106,0.02912621359223301,PROS,1,0.89375,0
54,1932,0.0055246177619809106,0.7159663865546219,0.1650485436893204,PSDB,1,0.5653669724770642,0
55,1947,0.010053386392220243,0.7757800105764145,0.14563106796116504,PT,1,0.8136593591905565,0
56,1967,0.0015077562469105444,0.8700564971751412,0.14563106796116504,PT,1,0.9027932960893855,0
57,1987,2.804899175158153e-05,0.9922480620155039,0.02912621359223301,PC DO B,1,0.958904109589041,0
58,1988,0.0006239645434996086,0.923130677847659,0.038834951456310676,PHS,0,0.9215686274509803,0
59,1989,0.01094511668454826,0.6709876543209876,0.038834951456310676,PMDB,1,0.9317010309278351,0
60,1990,0.010468464032478114,0.6768987341772152,0.038834951456310676,PMDB,1,0.9328140214216164,0
61,1991,0.0010680924934981465,0.8953418027828192,0.02912621359223301,PROS,1,0.8674351585014409,0
62,1992,0.0006931946535067579,0.9230769230769231,0.038834951456310676,PRB,1,0.9280205655526992,0
63,1993,0.00024319792646863028,0.9592969472710453,0.10679611650485436,PSD,1,0.8601694915254238,0
64,1994,0.0011138071069938843,0.7802197802197802,0.1650485436893204,PSDB,1,0.47795414462081126,1
65,1995,0.0009721750635287525,0.7878787878787878,0.1650485436893204,PSDB,1,0.4011627906976744,0
66,1996,0.005858773423100343,0.7126984126984127,0.1650485436893204,PSDB,1,0.5833333333333334,0
67,1998,0.004603119551965506,0.6987522281639929,0.1650485436893204,PSDB,1,0.5683060109289617,1
68,1999,0.002886100548903761,0.3333333333333333,0.038834951456310676,PSOL,1,0.4942857142857143,0
69,2000,0.0079520164793125,0.8071428571428572,0.14563106796116504,PT,1,0.7886944818304172,0
70,2001,0.006508549227235978,0.8,0.14563106796116504,PT,1,0.8436103663985701,0
71,2002,0.01136017934107038,0.6654320987654321,0.05825242718446602,PTB,0,0.8861244019138756,0
72,2003,0.0011907289933296736,0.8898971566848155,0.05825242718446602,PTB,0,0.8878748370273793,0
73,2108,0.00037970849084756916,0.9414893617021277,0.07766990291262135,PV,0,0.9215686274509803,0
74,2127,0.0005589233506633654,0.9270588235294117,0.05825242718446602,PTB,0,0.9063670411985019,0
75,2129,0.005621100390683795,0.7390321121664405,0.02912621359223301,DEMOCRATAS,1,0.9113149847094801,0
76,2131,0.0024150712167375584,0.9195189639222942,0.038834951456310676,PHS,0,0.8157894736842105,0
77,2138,0.005865864210269595,0.8890243902439025,0.02912621359223301,PC DO B,1,0.8837209302325582,0
78,2142,0.0014962329246827506,0.87677304964539,0.1650485436893204,PSDB,1,0.936046511627907,1
79,2143,0.0013348409244435156,0.8808080808080808,0.1650485436893204,PSDB,1,0.9010989010989011,1
80,2144,0.0017456531865485422,0.8639455782312925,0.1650485436893204,PSDB,1,0.9253731343283582,0
81,2145,0.0008483527590979259,0.9105691056910569,0.02912621359223301,DEMOCRATAS,1,0.7299465240641712,0
82,2146,0.00265790297709262,0.8408163265306122,0.019417475728155338,PSC,1,0.8952380952380953,0
83,2147,0.00265790297709262,0.8408163265306122,0.038834951456310676,PR,1,0.9362745098039216,0
84,2148,0.0013273373632736007,0.7272727272727273,0.038834951456310676,PSOL,1,0.3333333333333333,1
85,2149,0.0017878585263958007,0.859465737514518,0.1650485436893204,PSDB,1,0.9043478260869565,0
86,2150,0.0017456531865485422,0.8639455782312925,0.038834951456310676,PRB,1,0.9111747851002865,0
87,2151,0.0014962329246827506,0.87677304964539,0.038834951456310676,PHS,0,0.9274924471299094,0
88,2152,0.0028320568884107715,0.8318367346938775,0.038834951456310676,PRB,1,0.9352750809061489,0
89,2153,0.0014962329246827506,0.87677304964539,0.10679611650485436,PSD,1,0.9129129129129129,0
90,2154,0.0028622833113679893,0.8231292517006803,0.02912621359223301,PSB,0,0.842741935483871,0
91,2155,0.0025409829697780844,0.8590425531914894,0.019417475728155338,NOVO,1,0.788659793814433,1
92,2156,0.0019639916056371247,0.8537414965986394,0.02912621359223301,PSB,0,0.8141891891891891,0
93,2158,0.0023642982074563966,0.8528911564625851,0.1650485436893204,PSDB,1,0.9368770764119602,0
94,2159,0.0014962329246827506,0.87677304964539,0.1650485436893204,PSDB,1,0.91,1
95,2160,0.0013879621588083436,0.8825161887141536,0.1650485436893204,PSDB,1,0.914364640883978,0
96,2161,0.001050972499285981,0.8954703832752613,0.038834951456310676,PHS,0,0.8888888888888888,0
97,2166,0.0037332097275398052,0.5238095238095238,0.038834951456310676,PSOL,1,0.5,1
98,2174,0.003063553206459546,0.6857142857142857,0.019417475728155338,PSC,1,0.717948717948718,0
99,2180,0.0001343740395965487,0.6,0.14563106796116504,PT,1,0.3333333333333333,0
100,2185,0.001978520301560606,0.5714285714285714,0.038834951456310676,PSOL,1,0.5327868852459017,0
101,2186,0.0013944159745255663,0.8660022148394242,0.1650485436893204,PSDB,1,0.9821428571428571,0
102,2203,0.0,0.0,0.019417475728155338,NOVO,1,0.16666666666666666,0
