,id,betweenness,clustering,parlamentares,partido,extreme_party,success,gender
31,1299,0.0030016663476296296,0.8302485457429931,0.05172413793103448,PR,1,0.8029978586723768,0
32,1300,0.007443391627732074,0.6049094097019287,0.1724137931034483,PSDB,1,0.6798975672215108,0
33,1301,0.000841840816338803,0.8535353535353535,0.017241379310344827,PDT,0,0.9761904761904762,0
34,1302,0.00014627535197418105,0.8161764705882353,0.16379310344827586,PT,1,0.6086956521739131,0
35,1303,0.001204081392747906,0.8350951374207188,0.1724137931034483,PSDB,1,0.8666666666666667,0
36,1305,0.025869373443488136,0.5790027351146644,0.1206896551724138,PSD,1,0.7381786339754816,0
37,1307,0.002645709805375949,0.8037296037296038,0.1206896551724138,PSD,1,0.8694362017804155,1
38,1309,0.0005122859483282238,0.923728813559322,0.16379310344827586,PT,1,0.9040178571428571,0
39,1310,0.015142349899224545,0.652014652014652,0.1724137931034483,PSDB,1,0.7931034482758621,0
40,1311,0.006534229857017547,0.7414398595258999,0.16379310344827586,PT,1,0.7329700272479565,0
41,1314,0.0005454096117009454,0.8850174216027874,0.034482758620689655,PSB,0,0.9473684210526315,0
42,1316,0.010968340470928623,0.6259437199725463,0.02586206896551724,PROS,1,0.915215745647237,1
43,1318,0.001371569969950302,0.7839721254355401,0.02586206896551724,PP,0,0.7916666666666666,0
44,1319,0.0006277216368093833,0.8920068027210885,0.02586206896551724,PPS,0,0.8208955223880597,1
45,1326,0.015177079350424361,0.5955159002516587,0.1724137931034483,PSDB,1,0.8679245283018868,0
46,1349,0.005779495697938255,0.7603160667251976,0.16379310344827586,PT,1,0.836329233680227,0
47,1447,0.00978223138783714,0.7204968944099379,0.16379310344827586,PT,1,0.793394777265745,0
48,1487,0.01235963210630041,0.6229695721802792,0.0603448275862069,PV,0,0.9402261712439418,0
49,1527,0.0005904664972365853,0.8792912513842747,0.1724137931034483,PSDB,1,0.9302325581395349,0
50,1628,0.003391874644047929,0.7759834368530021,0.02586206896551724,PC DO B,1,0.930635838150289,0
51,1631,0.00473827654585714,0.7378516624040921,0.1206896551724138,PSD,1,0.7659574468085106,0
52,1632,0.0025598815811430408,0.6754032258064516,0.1724137931034483,PSDB,1,0.47368421052631576,0
53,1633,0.011296327375863549,0.6283309957924264,0.1206896551724138,PSD,1,0.9471947194719472,0
54,1634,0.008114850985677659,0.7062404870624048,0.16379310344827586,PT,1,0.8095676172953082,1
55,1635,0.0102177770744153,0.6339410939691444,0.02586206896551724,DEMOCRATAS,1,0.9131736526946108,1
56,1636,0.008079548739583749,0.6682710107367642,0.1206896551724138,PSD,1,0.9330143540669856,0
57,1637,0.003532504290918378,0.7805383022774327,0.017241379310344827,PDT,0,0.8490028490028491,0
58,1647,0.010260533930894601,0.6358111266947172,0.1206896551724138,PSD,1,0.9129213483146067,1
59,1667,0.009545603500986318,0.7064251537935748,0.1724137931034483,PSDB,1,0.8888888888888888,0
60,1707,0.0104605224476758,0.6366189989785496,0.1206896551724138,PSD,1,0.866231647634584,0
61,1768,0.0016370955618438868,0.6485507246376812,0.1724137931034483,PSDB,1,0.6877470355731226,0
62,1847,0.0005904664972365853,0.8792912513842747,0.1206896551724138,PSD,1,0.9393939393939394,0
63,1867,0.0018980139357687006,0.7922705314009661,0.1206896551724138,PSD,1,1.0,0
64,1927,0.00038224880847541706,0.9382940108892922,0.05172413793103448,PTB,0,0.9243353783231084,0
65,1928,0.003120480973853459,0.5740740740740741,0.02586206896551724,PPS,0,0.6067653276955602,0
66,1930,0.006434940949296043,0.7024992472146944,0.034482758620689655,PSB,0,0.89375,0
67,1932,0.0029618027578126776,0.7382645803698435,0.1724137931034483,PSDB,1,0.5653669724770642,0
68,1947,0.007113436357629151,0.7743589743589744,0.16379310344827586,PT,1,0.8136593591905565,0
69,1967,0.0005122859483282238,0.923728813559322,0.16379310344827586,PT,1,0.9027932960893855,0
70,1987,3.3164195934069578e-06,0.9989429175475687,0.02586206896551724,PC DO B,1,0.958904109589041,0
71,1988,0.00030750121471354925,0.9454545454545454,0.034482758620689655,PHS,0,0.9215686274509803,0
72,1989,0.00714483624453999,0.6923302967969439,0.04310344827586207,PMDB,1,0.9317010309278351,0
73,1990,0.006684661279641982,0.6982074640023509,0.04310344827586207,PMDB,1,0.9328140214216164,0
74,1991,0.00042701929806224334,0.9333722969023963,0.02586206896551724,PROS,1,0.8674351585014409,0
75,1992,0.0002834666438745085,0.9488215488215488,0.034482758620689655,PRB,1,0.9280205655526992,0
76,1993,0.0004274380743240725,0.9592198581560284,0.1206896551724138,PSD,1,0.8601694915254238,0
77,1994,8.842986539089356e-05,0.9120879120879121,0.1724137931034483,PSDB,1,0.47795414462081126,1
78,1995,0.0001124496152988099,0.8717948717948718,0.1724137931034483,PSDB,1,0.4011627906976744,0
79,1996,0.002726406909389761,0.7474358974358974,0.1724137931034483,PSDB,1,0.5833333333333334,0
80,1998,0.0037642605137069734,0.6774628879892037,0.1724137931034483,PSDB,1,0.5683060109289617,1
81,1999,0.003090073481264259,0.5362318840579711,0.034482758620689655,PSOL,1,0.4942857142857143,0
82,2000,0.005641772010856211,0.8059227921734532,0.16379310344827586,PT,1,0.7886944818304172,0
83,2001,0.00423472122551106,0.8120192307692308,0.16379310344827586,PT,1,0.8436103663985701,0
84,2002,0.0061251240539263825,0.7083333333333334,0.05172413793103448,PTB,0,0.8861244019138756,0
85,2003,0.0005122859483282238,0.923728813559322,0.05172413793103448,PTB,0,0.8878748370273793,0
86,2108,0.00046445463802018995,0.950204081632653,0.0603448275862069,PV,0,0.9215686274509803,0
87,2127,0.0001470463156180862,0.967843137254902,0.05172413793103448,PTB,0,0.9063670411985019,0
88,2129,0.0038772110077381415,0.7485080988917306,0.02586206896551724,DEMOCRATAS,1,0.9113149847094801,0
89,2131,0.0007700059593711657,0.9277210884353742,0.034482758620689655,PHS,0,0.8157894736842105,0
90,2138,0.001369486906842491,0.8837209302325582,0.02586206896551724,PC DO B,1,0.8837209302325582,0
91,2142,0.0007298283941849613,0.8831372549019608,0.1724137931034483,PSDB,1,0.936046511627907,1
92,2143,0.0004238534330571347,0.9178743961352657,0.1724137931034483,PSDB,1,0.9010989010989011,1
93,2144,0.0011376523181370034,0.8582202111613876,0.1724137931034483,PSDB,1,0.9253731343283582,0
94,2145,0.0008702987846087803,0.8835034013605442,0.02586206896551724,DEMOCRATAS,1,0.7299465240641712,0
95,2146,0.001053987167891906,0.8650980392156863,0.017241379310344827,PSC,1,0.8952380952380953,0
96,2147,0.0007298283941849613,0.8831372549019608,0.05172413793103448,PR,1,0.9362745098039216,0
97,2148,0.0008149928593112022,0.6761904761904762,0.034482758620689655,PSOL,1,0.3333333333333333,1
98,2149,0.0018330227967122868,0.8325624421831638,0.1724137931034483,PSDB,1,0.9043478260869565,0
99,2150,0.0007298283941849613,0.8831372549019608,0.034482758620689655,PRB,1,0.9111747851002865,0
100,2151,0.0007298283941849613,0.8831372549019608,0.034482758620689655,PHS,0,0.9274924471299094,0
101,2152,0.0007298283941849613,0.8831372549019608,0.034482758620689655,PRB,1,0.9352750809061489,0
102,2153,0.0011376523181370034,0.8582202111613876,0.1206896551724138,PSD,1,0.9129129129129129,0
103,2154,0.0007298283941849613,0.8831372549019608,0.034482758620689655,PSB,0,0.842741935483871,0
104,2155,0.0009539639348538775,0.8751020408163265,0.017241379310344827,NOVO,1,0.788659793814433,1
105,2156,0.0007298283941849613,0.8831372549019608,0.034482758620689655,PSB,0,0.8141891891891891,0
106,2158,0.0007298283941849613,0.8831372549019608,0.1724137931034483,PSDB,1,0.9368770764119602,0
107,2159,0.0011376523181370034,0.8582202111613876,0.1724137931034483,PSDB,1,0.91,1
108,2160,0.0010666198770575913,0.8627450980392157,0.1724137931034483,PSDB,1,0.914364640883978,0
109,2161,0.0002879785603353213,0.9324473975636767,0.034482758620689655,PHS,0,0.8888888888888888,0
110,2166,0.0014510066534298217,0.5974025974025974,0.034482758620689655,PSOL,1,0.5,1
111,2174,0.0028661410958268404,0.7537746806039489,0.017241379310344827,PSC,1,0.717948717948718,0
112,2180,1.1735023176670774e-05,0.9,0.16379310344827586,PT,1,0.3333333333333333,0
113,2185,0.00013687102942927336,0.8461538461538461,0.034482758620689655,PSOL,1,0.5327868852459017,0
114,2186,0.00042974950374136025,0.9047619047619048,0.1724137931034483,PSDB,1,0.9821428571428571,0
115,2203,0.0,0.0,0.017241379310344827,NOVO,1,0.16666666666666666,0
